MAE,RMSE,R2,MedAE,MAPE,Model
2050.5352855158253,5643.027072553651,0.750438696699046,167.25268434255258,10.16227280952103,HGB_tuned
2053.08161141054,5692.663042773976,0.7460291143469622,182.451457117254,10.984347417726111,HGB_prev
2123.9645571613464,5627.116328914686,0.7518440091616223,314.5326303851557,12.3391064606345,GBR_tuned
2152.1646525723995,5709.584916971247,0.7445169746295032,137.04162736608305,10.209859212838735,GBR_prev
